id,question,answer,gt_number
history_1401_b50bf6f4-6892-4baf-9833-71f4bc7ddce5,"In 1664, a group of missionaries led by François Pallu, Bishop of Heliopolis, also of the Paris Foreign Missions Society, joined Lambert in the capital city of Ayutthaya after 24 months overland travel and started missionary work. In 1665-66 they built a seminary in Ayutthaya with the approval of King Narai, the Seminary of Saint Joseph . In 1669, Louis Laneau, Bishop of Motella, also a member of the Paris Foreign Missions Society, was named head of a Roman Catholic mission in mainland Southeast Asia, with his headquarters at Ayutthaya. They propagated the Christian faith and also took care of Annamite Christians and Japanese Christian communities in Thailand. Narai welcomed these missionaries, providing them with land for a church, a mission-house and a seminary .Bishops Lambert and Ballue established a Western hospital in Thailand in 1669 at Ayutthaya, with Father Laneau as the head doctor. The hospital provided medical care to about 200-300 people daily. During a 1670 trip to France, Pallu obtained from Louis XIV a letter to King Narai, which, together with a letter from the Pope, he remitted in Ayutthaya in October 1673 and which was received with great reverence. These contacts were closely associated with the development of French influence in South Asia, and especially with the establishment of the French East India Company in 1664, and the development of colonial French India. How many years did it take after arriving for the seminary to be built in Ayutthaya?","Reformatted Question: In 1664, a group of missionaries led by François Pallu, Bishop of Heliopolis, also of the Paris Foreign Missions Society, joined Lambert in the capital city of Ayutthaya after <fact1>24 months overland travel</fact1> and started missionary work. In <fact2>1665-66</fact2> they built a seminary in Ayutthaya with the approval of King Narai, the Seminary of Saint Joseph. In 1669, Louis Laneau, Bishop of Motella, also a member of the Paris Foreign Missions Society, was named head of a Roman Catholic mission in mainland Southeast Asia, with his headquarters at Ayutthaya. They propagated the Christian faith and also took care of Annamite Christians and Japanese Christian communities in Thailand. Narai welcomed these missionaries, providing them with land for a church, a mission-house and a seminary. Bishops Lambert and Ballue established a Western hospital in Thailand in 1669 at Ayutthaya, with Father Laneau as the head doctor. The hospital provided medical care to about 200-300 people daily. During a 1670 trip to France, Pallu obtained from Louis XIV a letter to King Narai, which, together with a letter from the Pope, he remitted in Ayutthaya in October 1673 and which was received with great reverence. These contacts were closely associated with the development of French influence in South Asia, and especially with the establishment of the French East India Company in 1664, and the development of colonial French India. How many years did it take after arriving for the seminary to be built in Ayutthaya?

Answer: According to the passage, the missionaries arrived in Ayutthaya in <fact1>1664</fact1> and built the seminary in <fact2>1665-66</fact2>. Therefore, it took them <fact2>1-2 years</fact2> to build the seminary after arriving.",1 2
nfl_2054_3810ce62-35bc-4035-b084-532d754c2f86," Hoping to increase their winning streak the Chargers moved to Reliant Stadium for an AFC duel with the Texans. In the first quarter the Chargers trailed early as RB Arian Foster got an 8-yard TD run. They soon replied with QB Philip Rivers making a 55-yard TD pass to WR Seyi Ajirotutu. They trailed again with kicker Neil Rackers nailed a 27-yard field goal, but took the lead after Rivers got an 11-yard TD pass to TE Randy McMichael. They fell behind again in the second quarter as Foster made a 2-yard TD run, followed by Rackers hitting a 21 and a 25-yard field goal. The Chargers eventually pulled themselves in front again, with Rivers finding McMichael again on a 12-yard TD pass. This was followed in the 4th quarter by Rivers' 28-yard TD pass to Ajirotutu (With a successful 2-point conversion as FB Mike Tolbert ran to the endzone). With the win, the Chargers went into their bye week at 4-5. How many touchdowns were scored in the game total?","Reformatted Question: Hoping to increase their winning streak the Chargers moved to Reliant Stadium for an AFC duel with the Texans. In the first quarter the Chargers trailed early as RB <fact1>Arian Foster got an 8-yard TD run</fact1>. They soon replied with QB Philip Rivers making a <fact2>55-yard TD pass to WR Seyi Ajirotutu</fact2>. They trailed again with kicker Neil Rackers nailed a 27-yard field goal, but took the lead after Rivers got an <fact3>11-yard TD pass to TE Randy McMichael</fact3>. They fell behind again in the second quarter as <fact4>Foster made a 2-yard TD run</fact4>, followed by Rackers hitting a 21 and a 25-yard field goal. The Chargers eventually pulled themselves in front again, with Rivers finding McMichael again on a <fact5>12-yard TD pass</fact5>. This was followed in the 4th quarter by Rivers' <fact6>28-yard TD pass to Ajirotutu</fact6> (With a successful 2-point conversion as FB Mike Tolbert ran to the endzone). With the win, the Chargers went into their bye week at 4-5. How many touchdowns were scored in the game total?

Answer: According to the passage, there were <fact1>1 TD run by Foster</fact1>, <fact2>1 TD pass to Ajirotutu</fact2>, <fact3>1 TD pass to McMichael</fact3>, <fact4>1 TD run by Foster</fact4>, <fact5>1 TD pass to McMichael</fact5>, and <fact6>1 TD pass to Ajirotutu</fact6>. So, the total number of touchdowns scored in the game is 6.",6 
history_1802_a20bf4cc-7db6-4a58-862b-759b51a06024,"By 2012, the USMC reported fleetwide readiness rate had risen to 68 percent; however, the DODs Inspector General later found 167 of 200 reports had ""improperly recorded"" information. Captain Richard Ulsh blamed these errors on incompetence and said that they were ""not malicious"" or deliberate. The required mission capable rate was 82%, but the average was 53% from June 2007 to May 2010. In 2010, Naval Air Systems Command aimed for an 85% reliability rate by 2018. From 2009 to 2014, readiness rates rose 25 percent to the ""high 80s"", while operating cost had dropped 20 percent to $9,520 through a rigorous maintenance improvement program that focused on diagnosing problems before failures occur. , although the V-22 requires higher maintenance and has lower availability (62%) than traditional helicopters, it also has a lower incidence rate. The average cost per flight hour is , whereas the Sikorsky CH-53E Super Stallion cost about $20,000 per flight hour in 2007. V-22 Total cost of ownership was $83,000 per hour in 2013. How many more dollars did the V-22 Total cost of ownership per hour in 2013 compared to Sikorsky CH-53E Super Stallion cost per flight hour in 2007?","Reformatted Question: By 2012, the USMC reported fleetwide readiness rate had risen to 68 percent; however, the DODs Inspector General later found 167 of 200 reports had ""improperly recorded"" information. Captain Richard Ulsh blamed these errors on incompetence and said that they were ""not malicious"" or deliberate. The required mission capable rate was 82%, but the average was 53% from June 2007 to May 2010. In 2010, Naval Air Systems Command aimed for an 85% reliability rate by 2018. From 2009 to 2014, readiness rates rose 25 percent to the ""high 80s"", while operating cost had dropped 20 percent to $9,520 through a rigorous maintenance improvement program that focused on diagnosing problems before failures occur. , although the V-22 requires higher maintenance and has lower availability (62%) than traditional helicopters, it also has a lower incidence rate. The average cost per flight hour is , whereas the <fact1>Sikorsky CH-53E Super Stallion cost about $20,000 per flight hour in 2007</fact1>. <fact2>V-22 Total cost of ownership was $83,000 per hour in 2013</fact2>. How many more dollars did the V-22 Total cost of ownership per hour in 2013 compared to Sikorsky CH-53E Super Stallion cost per flight hour in 2007?

Answer: According to the passage, <fact2>V-22 Total cost of ownership was $83,000 per hour in 2013</fact2> and <fact1>Sikorsky CH-53E Super Stallion cost about $20,000 per flight hour in 2007</fact1>. To find the difference, we need to subtract the cost of Sikorsky CH-53E Super Stallion from the cost of V-22 Total cost of ownership. <fact2>$83,000</fact2> - <fact1>$20,000</fact1> = $63,000. So the answer is $63,000.",63000 
nfl_1478_a38ce93f-dd3e-46c1-9ab3-4cc9793f4fd5," Coming off their bye week, the Colts flew to the Edward Jones Dome for a Week 7 interconference duel with the St. Louis Rams.  Indianapolis came out of the gates early in the first quarter as quarterback Peyton Manning completed a six-yard touchdown pass to wide receiver Reggie Wayne.  The Rams would respond with a 30-yard field goal from kicker Josh Brown, yet the Colts answered with Manning hooking up with tight end Dallas Clark on a 22-yard touchdown pass.  Afterwards, running back Joseph Addai would acquire the only score of the second quarter with a six-yard touchdown. St. Louis would begin the third quarter with Brown booting a 45-yard field goal, yet Indianapolis calmly responded with rookie cornerback Jacob Lacey returning an interception 35 yards for a touchdown.  Afterwards, the Colts closed out the game with Manning finding rookie wide receiver Austin Collie on an eight-yard touchdown pass and running back Chad Simpson getting a 31-yard touchdown run. With the win, Indianapolis improved to 6-0 and increased their winning streak to 14 games. How many points did the Australian national rugby team beat Great Britain's team in 1986?","Reformatted Question: Coming off their bye week, the Colts flew to the Edward Jones Dome for a Week 7 interconference duel with the St. Louis Rams.  Indianapolis came out of the gates early in the first quarter as quarterback Peyton Manning completed a six-yard touchdown pass to wide receiver Reggie Wayne.  The Rams would respond with a 30-yard field goal from kicker Josh Brown, yet the Colts answered with Manning hooking up with tight end Dallas Clark on a 22-yard touchdown pass.  Afterwards, running back Joseph Addai would acquire the only score of the second quarter with a six-yard touchdown. St. Louis would begin the third quarter with Brown booting a 45-yard field goal, yet Indianapolis calmly responded with rookie cornerback Jacob Lacey returning an interception 35 yards for a touchdown.  Afterwards, the Colts closed out the game with Manning finding rookie wide receiver Austin Collie on an eight-yard touchdown pass and running back Chad Simpson getting a 31-yard touchdown run. With the win, Indianapolis improved to 6-0 and increased their winning streak to 14 games. How many points did the <fact1>Australian national rugby team</fact1> beat <fact2>Great Britain's team</fact2> in <fact3>1986</fact3>?

Answer: There is no information in the passage about the <fact1>Australian national rugby team</fact1>, <fact2>Great Britain's team</fact2>, or any event in <fact3>1986</fact3>. The passage is about an American football game between the Colts and the Rams. Therefore, it is not possible to answer the question based on the provided information.",22 
nfl_1478_c8394254-70fd-4366-85e3-502c66458edd," Coming off their bye week, the Colts flew to the Edward Jones Dome for a Week 7 interconference duel with the St. Louis Rams.  Indianapolis came out of the gates early in the first quarter as quarterback Peyton Manning completed a six-yard touchdown pass to wide receiver Reggie Wayne.  The Rams would respond with a 30-yard field goal from kicker Josh Brown, yet the Colts answered with Manning hooking up with tight end Dallas Clark on a 22-yard touchdown pass.  Afterwards, running back Joseph Addai would acquire the only score of the second quarter with a six-yard touchdown. St. Louis would begin the third quarter with Brown booting a 45-yard field goal, yet Indianapolis calmly responded with rookie cornerback Jacob Lacey returning an interception 35 yards for a touchdown.  Afterwards, the Colts closed out the game with Manning finding rookie wide receiver Austin Collie on an eight-yard touchdown pass and running back Chad Simpson getting a 31-yard touchdown run. With the win, Indianapolis improved to 6-0 and increased their winning streak to 14 games. How many more spectators were at Old Trafford in 1986 for the first test of the Kangaroo tour of Great Britain and France than the 1989 World Cup Challenege?","Reformatted Question: Coming off their bye week, the Colts flew to the Edward Jones Dome for a Week 7 interconference duel with the St. Louis Rams.  Indianapolis came out of the gates early in the first quarter as quarterback Peyton Manning completed a six-yard touchdown pass to wide receiver Reggie Wayne.  The Rams would respond with a 30-yard field goal from kicker Josh Brown, yet the Colts answered with Manning hooking up with tight end Dallas Clark on a 22-yard touchdown pass.  Afterwards, running back Joseph Addai would acquire the only score of the second quarter with a six-yard touchdown. St. Louis would begin the third quarter with Brown booting a 45-yard field goal, yet Indianapolis calmly responded with rookie cornerback Jacob Lacey returning an interception 35 yards for a touchdown.  Afterwards, the Colts closed out the game with Manning finding rookie wide receiver Austin Collie on an eight-yard touchdown pass and running back Chad Simpson getting a 31-yard touchdown run. With the win, Indianapolis improved to 6-0 and increased their winning streak to 14 games. How many more spectators were at Old Trafford in 1986 for the first test of the Kangaroo tour of Great Britain and France than the 1989 World Cup Challenege?

Answer: There is no information in the passage about the number of spectators at Old Trafford in 1986 for the first test of the Kangaroo tour of Great Britain and France or the 1989 World Cup Challenge. The passage is about an American football game between the Colts and the Rams, and does not mention Old Trafford, the Kangaroo tour, or the World Cup Challenge.",19815 
history_1859_68af093c-5f19-4b7e-ab4a-85e7bec27b3d,"There were 88,296 households out of which 29.5% had children under the age of 18 living with them, 53.3% were Marriage living together, 9.1% had a female householder with no husband present, and 33.4% were non-families. 26.1% of all households were made up of individuals, 31.5% of households had individuals under 18 years, and 9.5% had someone living alone who was 65 years of age or older.  The average household size was 2.44 and the average family size was 2.96. How many in percent of households were in a Marriage and not living together?","Reformatted Question: There were 88,296 households out of which 29.5% had children under the age of 18 living with them, <fact1>53.3% were Marriage living together</fact1>, 9.1% had a female householder with no husband present, and 33.4% were non-families. 26.1% of all households were made up of individuals, 31.5% of households had individuals under 18 years, and 9.5% had someone living alone who was 65 years of age or older.  The average household size was 2.44 and the average family size was 2.96. How many in percent of households were in a Marriage and not living together?

Answer: According to the passage, <fact1>53.3% were Marriage living together</fact1>. However, there is no information about the percentage of households that were in a Marriage and not living together. The passage only provides information about the percentage of households that were Marriage living together, but not the percentage of households that were in a Marriage and not living together. Therefore, the answer cannot be determined from the given information.",46.7 
nfl_1883_585c3a26-c4aa-42f2-9aaf-ad69fe92a608," The Colts traveled to Denver, Colorado for an AFC conference matchup with the Denver Broncos. The game started with punts by both teams on their own opening drives. The Colts then drove down the field and scored on a 38-yard field goal by Adam Vinateri. After a defensive interception set the Colts up down field, Indianapolis was forced to kick another field goal to extend their lead to 6-0 at the end of the first quarter. The Colts offense did not stop firing with the start of the second quarter, Peyton Manning threw to Austin Collie for his first touchdown of the game and gave the Colts a 13-0 lead. With the start of the second quarter the Bronco offense came alive. However, many offensive mistakes and key plays caused Denver to get points only on a late field goal by Matt Prater. At halftime, the Indianapolis Colts held the lead of 13-3. Denver received the ball first in the second half and was able to capitalize with a touchdown drive closing the game to a three-point margin. After switching possession, the Colts were able to respond with a touchdown drive that included Blair White, who was just signed from the practice squad prior to the game. Denver then scored a field goal late in the third quarter making the game a 20-13 contest heading into the fourth quarter. After defensive stops, the Colts were able to score a touchdown on another Austin Collie reception to take a commanding 27-13. The defense was able to stop the Broncos on their next possession allowing the Colts to win 27-13, and take their second straight game of the season, improving their record to 2-1. how many yards did the colds have","Reformatted Question: The Colts traveled to Denver, Colorado for an AFC conference matchup with the Denver Broncos. The game started with punts by both teams on their own opening drives. The Colts then drove down the field and scored on a <fact1>38-yard field goal by Adam Vinateri</fact1>. After a defensive interception set the Colts up down field, Indianapolis was forced to kick another field goal to extend their lead to 6-0 at the end of the first quarter. The Colts offense did not stop firing with the start of the second quarter, Peyton Manning threw to Austin Collie for his first touchdown of the game and gave the Colts a 13-0 lead. With the start of the second quarter the Bronco offense came alive. However, many offensive mistakes and key plays caused Denver to get points only on a late field goal by Matt Prater. At halftime, the Indianapolis Colts held the lead of 13-3. Denver received the ball first in the second half and was able to capitalize with a touchdown drive closing the game to a three-point margin. After switching possession, the Colts were able to respond with a touchdown drive that included Blair White, who was just signed from the practice squad prior to the game. Denver then scored a field goal late in the third quarter making the game a 20-13 contest heading into the fourth quarter. After defensive stops, the Colts were able to score a touchdown on another Austin Collie reception to take a commanding 27-13. The defense was able to stop the Broncos on their next possession allowing the Colts to win 27-13, and take their second straight game of the season, improving their record to 2-1. how many yards did the colts have
Answer: The passage does not provide information on the total number of yards the Colts had. It only mentions a <fact1>38-yard field goal by Adam Vinateri</fact1>, but does not provide a total yardage count for the team.",38 
history_2086_bd01ac93-f741-44d0-bc63-ea17da8d2cfe,"In 1995, the Steelers overcame a 3-4 start (including a 20-16 upset loss to the expansion 1995 Jacksonville Jaguars season) to win eight of their final nine games and finished with an  record, the second-best in the AFC. Their offense was led by quarterback Neil ODonnell, who completed 246 out of 416 passes for 2,970 yards and 17 touchdowns, with only seven interceptions. Pro Bowl wide receiver Yancey Thigpen was the teams leading receiver with 85 receptions for 1,307 yards and five touchdowns. Other contributors in the passing game included wide receivers Andre Hastings (48 catches for 502 yards and one touchdown) and Ernie Mills (39 receptions for 679 yards and 8 touchdowns), who both also excelled as returners on special teams. Mills gained 1,306 yards returning kickoffs, while Hastings returned 48 punts for 474 yards and a touchdown. The Steelers rushing attack was led by Erric Pegram, who recorded 813 yards and five touchdowns, and Bam Morris, who had 559 yards and nine touchdowns. On special teams, newly acquired kicker Norm Johnson led the NFL in both field goals made (34) and field goals attempted (41), while also successfully making all 39 of his extra point attempts.  Leading the offensive line was future Hall of Fame center Dermontti Dawson, who made the Pro Bowl for the third consecutive year. How many passes did Neil ODonnell not complete?","Reformatted Question: In 1995, the Steelers overcame a 3-4 start (including a 20-16 upset loss to the expansion 1995 Jacksonville Jaguars season) to win eight of their final nine games and finished with an  record, the second-best in the AFC. Their offense was led by quarterback Neil ODonnell, who <fact1>completed 246 out of 416 passes</fact1> for 2,970 yards and 17 touchdowns, with only seven interceptions. Pro Bowl wide receiver Yancey Thigpen was the teams leading receiver with 85 receptions for 1,307 yards and five touchdowns. Other contributors in the passing game included wide receivers Andre Hastings (48 catches for 502 yards and one touchdown) and Ernie Mills (39 receptions for 679 yards and 8 touchdowns), who both also excelled as returners on special teams. Mills gained 1,306 yards returning kickoffs, while Hastings returned 48 punts for 474 yards and a touchdown. The Steelers rushing attack was led by Erric Pegram, who recorded 813 yards and five touchdowns, and Bam Morris, who had 559 yards and nine touchdowns. On special teams, newly acquired kicker Norm Johnson led the NFL in both field goals made (34) and field goals attempted (41), while also successfully making all 39 of his extra point attempts.  Leading the offensive line was future Hall of Fame center Dermontti Dawson, who made the Pro Bowl for the third consecutive year. How many passes did Neil ODonnell not complete?
Answer: According to the passage, <fact1>Neil ODonnell completed 246 out of 416 passes</fact1>. To find the number of passes he did not complete, we need to subtract the number of completed passes from the total number of passes. So, <fact1>416</fact1> - <fact1>246</fact1> = 170. Therefore, Neil ODonnell did not complete 170 passes.",170 
nfl_1223_a53fea0a-aa37-4b00-bc01-4a6ac26628eb," Coming off their bye week, the Chargers went home for a Week 10 AFC West duel with the Kansas City Chiefs.  In the first quarter, San Diego trailed early as Chiefs QB Tyler Thigpen completed a 30-yard TD pass to WR Mark Bradley.  In the second quarter, the 'Bolts got on the board as kicker Nate Kaeding got a 34-yard and a 26-yard field goal.  Kansas City would close out the half as Thigpen completed a 34-yard TD pass to TE Tony Gonzalez (with a failed 2-point conversion). In the third quarter, the Chargers tied the game as QB Philip Rivers completed a 5-yard TD pass to WR Malcom Floyd.  In the fourth quarter, San Diego took the lead as Rivers completed an 8-yard TD pass to TE Antonio Gates.  The Chiefs tried to rally as Thigpen completed a 3-yard TD pass to Gonzalez after a very controversial Pass Interference call on Safety Clinton Hart, in which Gonzalez did not look for a flag, making the call even more controversial.  Fortunately, the Chargers' defense stopped both the 2-point conversion and the ensuing onside kick to preserve their much-needed victory. How many quarters had been played before Rivers threw a touchdown pass to Floyd?","Reformatted Question: Coming off their bye week, the Chargers went home for a Week 10 AFC West duel with the Kansas City Chiefs.  In the <fact1>first quarter</fact1>, San Diego trailed early as Chiefs QB Tyler Thigpen completed a 30-yard TD pass to WR Mark Bradley.  In the <fact2>second quarter</fact2>, the 'Bolts got on the board as kicker Nate Kaeding got a 34-yard and a 26-yard field goal.  Kansas City would close out the half as Thigpen completed a 34-yard TD pass to TE Tony Gonzalez (with a failed 2-point conversion). In the <fact3>third quarter</fact3>, the Chargers tied the game as QB Philip Rivers completed a 5-yard TD pass to WR Malcom Floyd.  In the fourth quarter, San Diego took the lead as Rivers completed an 8-yard TD pass to TE Antonio Gates.  The Chiefs tried to rally as Thigpen completed a 3-yard TD pass to Gonzalez after a very controversial Pass Interference call on Safety Clinton Hart, in which Gonzalez did not look for a flag, making the call even more controversial.  Fortunately, the Chargers' defense stopped both the 2-point conversion and the ensuing onside kick to preserve their much-needed victory. How many quarters had been played before Rivers threw a touchdown pass to Floyd?

Answer: According to the passage, Rivers threw a touchdown pass to Floyd in the <fact3>third quarter</fact3>. Since there were two quarters before the third quarter, namely the <fact1>first quarter</fact1> and the <fact2>second quarter</fact2>, the answer is 2.",2 3
nfl_1223_fcfd1f52-20bc-4bc6-8c2b-f596fe8567cd," Coming off their bye week, the Chargers went home for a Week 10 AFC West duel with the Kansas City Chiefs.  In the first quarter, San Diego trailed early as Chiefs QB Tyler Thigpen completed a 30-yard TD pass to WR Mark Bradley.  In the second quarter, the 'Bolts got on the board as kicker Nate Kaeding got a 34-yard and a 26-yard field goal.  Kansas City would close out the half as Thigpen completed a 34-yard TD pass to TE Tony Gonzalez (with a failed 2-point conversion). In the third quarter, the Chargers tied the game as QB Philip Rivers completed a 5-yard TD pass to WR Malcom Floyd.  In the fourth quarter, San Diego took the lead as Rivers completed an 8-yard TD pass to TE Antonio Gates.  The Chiefs tried to rally as Thigpen completed a 3-yard TD pass to Gonzalez after a very controversial Pass Interference call on Safety Clinton Hart, in which Gonzalez did not look for a flag, making the call even more controversial.  Fortunately, the Chargers' defense stopped both the 2-point conversion and the ensuing onside kick to preserve their much-needed victory. What was the shortest pass for a touchdown?","Reformatted Question: Coming off their bye week, the Chargers went home for a Week 10 AFC West duel with the Kansas City Chiefs.  In the first quarter, San Diego trailed early as Chiefs QB Tyler Thigpen completed a <fact1>30-yard TD pass</fact1> to WR Mark Bradley.  In the second quarter, the 'Bolts got on the board as kicker Nate Kaeding got a 34-yard and a 26-yard field goal.  Kansas City would close out the half as Thigpen completed a <fact2>34-yard TD pass</fact2> to TE Tony Gonzalez (with a failed 2-point conversion). In the third quarter, the Chargers tied the game as QB Philip Rivers completed a <fact3>5-yard TD pass</fact3> to WR Malcom Floyd.  In the fourth quarter, San Diego took the lead as Rivers completed an <fact4>8-yard TD pass</fact4> to TE Antonio Gates.  The Chiefs tried to rally as Thigpen completed a <fact5>3-yard TD pass</fact5> to Gonzalez after a very controversial Pass Interference call on Safety Clinton Hart, in which Gonzalez did not look for a flag, making the call even more controversial.  Fortunately, the Chargers' defense stopped both the 2-point conversion and the ensuing onside kick to preserve their much-needed victory. What was the shortest pass for a touchdown?

Answer: According to the passage, the shortest pass for a touchdown was <fact5>3 yards</fact5> by Thigpen to Gonzalez.",3 
history_1935_72993c31-5d42-4d25-a1e2-2814b3e8bc8b,"There were 664,594 households out of which 24.35% had children under the age of 18 living with them, 46.28% were Marriage living together, 11.68% had a female householder with no husband present, and 37.40% were non-families. 30.11% of all households were made up of individuals and 14.70% (4.02% male and 10.68% female) had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 2.97. How many in percent of households were a Married not living together?","Reformatted Question: There were 664,594 households out of which 24.35% had children under the age of 18 living with them, <fact1>46.28% were Marriage living together</fact1>, 11.68% had a female householder with no husband present, and 37.40% were non-families. 30.11% of all households were made up of individuals and 14.70% (4.02% male and 10.68% female) had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 2.97. How many in percent of households were a Married not living together?

Answer: According to the passage, <fact1>46.28% were Marriage living together</fact1>. However, there is no information about the percentage of households that were married but not living together. The passage only provides information about married couples living together, but not those who are married and living apart. Therefore, the answer cannot be determined from the given information.",53.72 
history_2196_54abf62e-23c6-49eb-84c9-a6c4f38c5059,"As of 2000, there were 19,306 households out of which 32.8% had children under the age of 18 living with them, 44.0% were married couples living together, 11.6% had a female householder with no husband present, and 39.9% were non-families. 23.2% of all households were made up of individuals and 3.8% had someone living alone who was 65 years of age or older. The average household size was 2.59 and the average family size was 3.13. As of 2000, how many in percent of households had a female householder with a husband present?","Reformatted Question: As of 2000, there were 19,306 households out of which 32.8% had children under the age of 18 living with them, <fact1>44.0% were married couples living together</fact1>, <fact2>11.6% had a female householder with no husband present</fact2>, and 39.9% were non-families. 23.2% of all households were made up of individuals and 3.8% had someone living alone who was 65 years of age or older. The average household size was 2.59 and the average family size was 3.13. As of 2000, how many in percent of households had a female householder with a husband present?

Answer: According to the passage, <fact1>44.0% were married couples living together</fact1>, which would include both male and female householders with their spouses. However, <fact2>11.6% had a female householder with no husband present</fact2> is specifically mentioned, but there is no direct information about the percentage of households with a female householder and a husband present. Since married couples living together would include both male and female householders, and given that there is a specific percentage mentioned for female householders without a husband, we can infer that the percentage of households with a female householder and a husband present would be a subset of the <fact1>44.0% married couples</fact1>, but the exact percentage is not provided.",76.8 11.6
nfl_1454_27dba182-0137-4566-98c6-52451d2bc4a0," In week 14, the Lions traveled to rainy Baltimore, Maryland for an interconference duel with the Baltimore Ravens. Baltimore lead for almost the entire game. They scored first late in the first quarter with a 38-yard field goal by Billy Cundiff. They added to their lead with a 62-yard catch and run TD by Derrick Mason from Joe Flacco. The Lions scored their only points of the game near the end of the second quarter with a 22-yard Jason Hanson field goal. A minute later the Ravens responded with a 59-yard rushing TD by Ray Rice. Baltimore finished out the first half with a 25-yard field goal. In the second half the Ravens scored 4 consecutive touchdowns. First a Le'Ron McClain 3-yard run. Then 2 by Willis McGahee: first an 8-yard run, then a 19-yard run. In the fourth quarter, the Ravens capped off their huge victory when Troy Smith ran in a TD from 15 yards. Lions backup quarterback Daunte Culpepper completed less than half of his passes (16 for 34) and threw 2 interceptions. How many incomplete passes did Daunte Culpepper have?","Reformatted Question: In week 14, the Lions traveled to rainy Baltimore, Maryland for an interconference duel with the Baltimore Ravens. Baltimore lead for almost the entire game. They scored first late in the first quarter with a 38-yard field goal by Billy Cundiff. They added to their lead with a 62-yard catch and run TD by Derrick Mason from Joe Flacco. The Lions scored their only points of the game near the end of the second quarter with a 22-yard Jason Hanson field goal. A minute later the Ravens responded with a 59-yard rushing TD by Ray Rice. Baltimore finished out the first half with a 25-yard field goal. In the second half the Ravens scored 4 consecutive touchdowns. First a Le'Ron McClain 3-yard run. Then 2 by Willis McGahee: first an 8-yard run, then a 19-yard run. In the fourth quarter, the Ravens capped off their huge victory when Troy Smith ran in a TD from 15 yards. Lions backup quarterback <fact1>Daunte Culpepper completed less than half of his passes (16 for 34)</fact1> and threw 2 interceptions. How many incomplete passes did Daunte Culpepper have?

Answer: According to the passage, <fact1>Daunte Culpepper completed 16 out of 34 passes</fact1>. To find the number of incomplete passes, we subtract the number of completed passes from the total number of passes. So, 34 - 16 = 18. Therefore, Daunte Culpepper had 18 incomplete passes.",18 
history_1125_781b563a-163a-4029-aa6a-072490987f00,"Another factor in the revolt of 1381 was the conduct of the war with France. In 1337 Edward III of England had pressed his claims to the French throne, beginning a long-running conflict that became known as the Hundred Years' War. Edward had initial successes, but his campaigns were not decisive. Charles V of France became more active in the conflict after 1369, taking advantage of his country's greater economic strength to commence cross-Channel raids on England. By the 1370s, England's armies on the continent were under huge military and financial pressure; the garrisons in Calais and Brest alone, for example, were costing £36,000 a year to maintain, while military expeditions could consume £50,000 in only six months. Edward died in 1377, leaving the throne to his grandson, Richard II, then only ten years old. How many £ was the cost for a year of the garrisons in Calais and Brest and what military expeditions could consume?","Reformatted Question: Another factor in the revolt of 1381 was the conduct of the war with France. In 1337 Edward III of England had pressed his claims to the French throne, beginning a long-running conflict that became known as the Hundred Years' War. Edward had initial successes, but his campaigns were not decisive. Charles V of France became more active in the conflict after 1369, taking advantage of his country's greater economic strength to commence cross-Channel raids on England. By the 1370s, England's armies on the continent were under huge military and financial pressure; the garrisons in Calais and Brest alone, for example, were costing <fact1>£36,000 a year</fact1> to maintain, while <fact2>military expeditions could consume £50,000</fact2> in only six months. Edward died in 1377, leaving the throne to his grandson, Richard II, then only ten years old. How many £ was the cost for a year of the garrisons in Calais and Brest and what military expeditions could consume?
Answer: According to the passage, the garrisons in Calais and Brest cost <fact1>£36,000 a year</fact1> to maintain, and <fact2>military expeditions could consume £50,000</fact2> in only six months. So the answer is {£36,000, £50,000}.",14000 136000
