id,model,answer,gt,isTrue,unique_id
history_1373_18607572-dd53-4db5-9aee-2e24acc7324a,405B,"Reformatted Question: From <fact1>November 1943</fact1>, during the seven-week Battle of Changde, the Chinese forced Japan to fight a costly war of attrition, while awaiting Allied relief. In <fact2>January 1944</fact2>, the Allies launched a series of attacks in Italy against the line at Monte Cassino and tried to outflank it with landings at Anzio. By the end of January, a major Soviet offensive expelled German forces from the Leningrad region, ending the longest and most lethal siege in history. The following Soviet offensive was halted on the pre-war Estonian border by the German Army Group North aided by Estonians hoping to re-establish national independence. This delay slowed subsequent Soviet operations in the Baltic Sea region. By late May 1944, the Soviets had liberated Crimea, largely expelled Axis forces from Ukraine, and made incursions into Romania, which were repulsed by the Axis troops. The Allied offensives in Italy had succeeded and, at the expense of allowing several German divisions to retreat, on 4 June, Rome was captured. The Allies had mixed success in mainland Asia. In March 1944, the Japanese launched the first of two invasions, an operation against British positions in Assam, India, and soon besieged Commonwealth positions at Imphal and Kohima. In May 1944, British forces mounted a counter-offensive that drove Japanese troops back to Burma, and Chinese forces that had invaded northern Burma in late 1943 besieged Japanese troops in Myitkyina. The second Japanese invasion of China aimed to destroy China's main fighting forces, secure railways between Japanese-held territory and capture Allied airfields. By June, the Japanese had conquered the province of Henan and begun a new attack on Changsha in the Hunan province. How many months passed between the Battle of Changde and the Allied attack in Italy?

Answer: According to the passage, the Battle of Changde started in <fact1>November 1943</fact1> and the Allied attack in Italy occurred in <fact2>January 1944</fact2>. <fact2>January 1944</fact2> - <fact1>November 1943</fact1> = 2 months. So the answer is {2}.",2,True,history_1373_18607572-dd53-4db5-9aee-2e24acc7324a
nfl_2269_751d3b8d-7994-4497-95ca-9a27ab58af68,405B,"Reformatted Question: The Giants again found themselves trailing the winless Dolphins entering the <fact1>fourth quarter</fact1>. New York was down <fact2>17-10</fact2> behind two rushing touchdowns, one by wildcat quarterback Steve Slaton and the other by starter Matt Moore, and a Dan Carpenter field goal. Lawrence Tynes recorded a field goal of his own while Eli Manning threw a touchdown to Mario Manningham in the second quarter. After Tynes recorded his second field goal in the <fact1>fourth</fact1>, Manning found Victor Cruz for a 25-yard touchdown with 2:30 left to give the Giants the victory. Cruz recorded 99 yards on seven receptions while Manning threw for 349 yards and two touchdowns. Reggie Bush led all runners with 103 yards and Moore threw for 138 and an interception. How many points were the Giants behind the Dolphins at the start of the <fact1>4th quarter</fact1>?

Answer: According to the passage, at the start of the <fact1>fourth quarter</fact1>, the Giants were down <fact2>17-10</fact2> to the Dolphins. To find the difference, we need to subtract the Giants' score from the Dolphins' score. <fact2>17</fact2> - <fact2>10</fact2> = 7. So the answer is {7}.",7,True,nfl_2269_751d3b8d-7994-4497-95ca-9a27ab58af68
history_2642_74bff066-bd5f-4b19-8e8a-01fab0991cb4,405B,"Reformatted Question: Like most other European countries, Hungary is experiencing sub-replacement fertility; its estimated total fertility rate of 1.43 is well below the replacement rate of 2.1, albeit higher than its nadir of 1.28 in 1999. As a result, its population has gradually declining and rapidly aging. In 2011, the conservative government began a program to increase the birth rate with a focus on ethnic Magyars by reinstating 3 year maternity leave as well as boosting part-time jobs. The birth rate has gradually increased from 1.27 children born/woman in 2011. The natural decrease in the first 10 months of 2016 was only 25,828 which was 8,162 less than the corresponding period in 2015. In 2015, <fact1>47.9% of births were to unmarried women</fact1>. Life expectancy was 71.96 years for men and 79.62 years for women in 2015, growing continuously since the End of Communism in Hungary (1989). In 2015, how many percent of births were to married women?

Answer: According to the passage, <fact1>47.9% of births were to unmarried women</fact1> in 2015. To find the percentage of births to married women, we subtract this percentage from 100%. 100% - <fact1>47.9%</fact1> = 52.1%. So the answer is {52.1}.",52.1,True,history_2642_74bff066-bd5f-4b19-8e8a-01fab0991cb4
history_1019_7d68bc90-8b3d-4fb4-89a8-6a0f125e1286,405B,"Reformatted Question: Although it failed to dislodge the Burmese from <fact1>Kengtung and Sipsongpanna</fact1> at the beginning of the century, Siam never gave up its claims on these lands. They tested the waters in 1849, by raiding as far north as Kengtung. But when the Second Anglo-Burmese War started, the Siamese viewed it as their opportunity to take over the trans-Salween states. In late 1852, a large infantry and elephant force marched from Chiang Mai and launched a two-pronged invasion of Kengtung. Burma could respond only after the new king Mindon had seized power in February 1853. Because he was still concerned about the British threat, Mindon could only send several thousand infantry troops from the Mone garrison to relieve the Siamese siege of Kengtung. With the troops by Kenghung sawbwa, the Burmese eventually drove out the Siamese but only after heavy loss of life. In 1854, the largest Siamese invasion force, consisted of Laotian levies, tried once more. But this time, with the British front quiet, the Burmese were ready. Mindon had deployed a larger, well-equipped army. The Siamese forces again reached Kengtung but could not break through. The Siamese forces withdrew to the border in May 1855. How many did it fail to dislodge the Burmese from?

Answer: According to the passage, it failed to dislodge the Burmese from <fact1>2 places (Kengtung and Sipsongpanna)</fact1>. So the answer is {2}.",2,True,history_1019_7d68bc90-8b3d-4fb4-89a8-6a0f125e1286
nfl_2234_94ad8f6c-d46c-4ca1-8200-4c6b94e1add0,405B,"Reformatted Question: After a huge loss at the Saints, the Colts traveled to Nashville take on the Titans.  The Titans would score 20 unanswered points in the 1st half alone as <fact1>Rob Bironas would kick a 51-yard field goal for a 3-0 lead</fact1> in the first quarter.  In the 2nd quarter, <fact2>Jason McCourty would recover a blocked punt in the end zone sending the game to 10-0</fact2>, followed up by <fact3>Bironas nailing a 50-yard field goal for 13-0</fact3> and eventual halftime lead of <fact4>20-0 when Nate Washington ran for a 3-yard touchdown</fact4>.  The Colts would manage to get on the board as Adam Vinatieri would kick a 22-yard field goal for a 20-3 lead.  Donald Brown managed to increase his team's points with a 4-yard touchdown run for a 20-10 lead.  The Titans however wrapped the game up when Washington ran for a 14-yard touchdown for a final score of 27-10.With the loss, the Colts fell to 0-8. How many points for the former was there after the McCourty touchdown?
Answer: According to the passage, before the McCourty touchdown, <fact1>the Titans were leading 3-0</fact1>. Then, <fact2>McCourty's touchdown made the score 10-0</fact2>. So the answer is {10}.",10,True,nfl_2234_94ad8f6c-d46c-4ca1-8200-4c6b94e1add0
history_1998_efb84d08-99d6-4754-b075-2d12c4510ddf,405B,"Reformatted Question: Howe resupplied in Nova Scotia and headed for New York City with the British fleet, as it was considered the key to securing the continent. The British forces assembled in New York Bay, including more than 100 ships and thousands of troops. Howes army landed unopposed on Staten Island on July 2, and British ships continued to arrive from England and Carolina for a siege of the city.  Howes troop strength totaled <fact1>32,000 well-trained soldiers</fact1>, including <fact2>8,000 Hessian (soldier)</fact2>, while <fact3>Washingtons troop strength consisted of 23,000 soldiers</fact3>, <fact4>19,000 of whom were raw recruits and militia</fact4>.  On August 22, Howe landed 20,000 troops at Gravesend, Brooklyn and approached Washingtons fortifications. Washington chose to fight despite the objections of his generals, as he had received false information that Howes army had only 8,000 to 9,000 troops. Howe New York and New Jersey campaign on August 27 and inflicted 1,500 Patriot casualties, while the British suffered 400 casualties.  Washington and his generals decided to retreat, and he instructed General William Heath to make available every flat-bottomed riverboat and sloop in the area. General William Alexander, Lord Stirling held off the British Army and covered the retreat, and the army safely crossed the East River under the cover of darkness to Manhattan Island without loss of life or material—although the British captured General Alexander. How many of Washington's troops were not raw recruits or militia?

Answer: According to the passage, <fact3>Washington's troop strength consisted of 23,000 soldiers</fact3>, <fact4>19,000 of whom were raw recruits and militia</fact4>. <fact3>23,000</fact3> - <fact4>19,000</fact4> = 4,000. So the answer is {4,000}.",4000,True,history_1998_efb84d08-99d6-4754-b075-2d12c4510ddf
history_2064_62cb5db3-892a-4868-a275-6de1b975ff9d,405B,"Reformatted Question: In 1984, the 49ers had one of the greatest seasons in team history by finishing the regular season 15-1-0, setting the record for most regular season wins that was later equaled by the 1985 Chicago Bears, the 1998 Minnesota Vikings, the 2004 Pittsburgh Steelers, the 2011 Green Bay Packers and finally broken by the 2007 New England Patriots (with 16 regular season victories). Their 18 wins overall is also still a record, tied by the 1985 Bears and the 2007 New England Patriots (they won 18 straight, but lost Super Bowl XLII to the New York Giants). The 49ers only defeat in the 1984 season was a 20-17 loss to the Steelers; a late field goal attempt in that game by San Francisco kicker Ray Wersching went off the uprights and was no good. In the playoffs, they <fact1>beat the New York Giants 21-10</fact1>, <fact2>shut out the Chicago Bears 23-0</fact2> in the NFC championship, and in Super Bowl XIX the 49ers shut down a record-setting year by NFL MVP Dan Marino (and his speedy receivers Mark Clayton and Mark Duper), beating the Miami Dolphins 38-16. Their entire defensive backfield (Ronnie Lott, Eric Wright, Dwight Hicks, and Carlton Williamson) was elected to the Pro Bowl—an NFL first. How many points higher was the 49ers' margin of victory against the Chicago Bears compared to against the Giants?

Answer: According to the passage, the 49ers <fact1>won by 11 points against the Giants (21-10)</fact1> and <fact2>won by 23 points against the Bears (23-0)</fact2>. The difference between the margins of victory is <fact2>23</fact2> - <fact1>11</fact1> = 12. So the answer is {12}.",12,True,history_2064_62cb5db3-892a-4868-a275-6de1b975ff9d
history_154_bce165b9-b457-4886-948a-5c4464a133ce,405B,"Reformatted Question: In response to a border proposal by Sir John Oliver Wardrop—British Chief Commissioner in the South Caucasus—that would have assigned Nakhchivan to Armenia, Azeris of Nakhchivan revolted under the leadership of local landowner Jafargulu Khan Nakhchivanski in December 1918 and declared the independent Republic of Aras, with its capital in Nakhchivan. The republic, which was essentially subordinate to Azerbaijan, continued to exist until May 1919, when Armenian troops led by Drastamat Kanayan advanced into it to gain control over the region. They managed to <fact1>capture the city of Nakhchivan in June 1919</fact1> and destroy the Republic of Aras, but afterwards fought combined regular Azeri and Ottoman troops, which reinstated Azeri control over the city in July. On <fact2>10 August 1919</fact2> a cease-fire was signed. American Commission to Negotiate Peace telegram dating 1919 speaking on the conflict, About how many months after the capture of Nakhchivan was the cease-fire signed?

Answer: According to the passage, the city of Nakhchivan was <fact1>captured in June 1919</fact1> and the cease-fire was signed on <fact2>10 August 1919</fact2>. June to August is 2 months. So the answer is {2}.",2,True,history_154_bce165b9-b457-4886-948a-5c4464a133ce
nfl_1743_81d476cd-8451-4ef2-8181-fd38116c8fe5,405B,"Reformatted Question: Still looking for their first win of the season, the Bills went home, donned their throwback uniforms, and played a Week 4 AFC East duel with the New York Jets.  Buffalo would trail early in the first quarter as Jets running back LaDainian Tomlinson got a 1-yard touchdown run.  New York would add onto their lead in the second quarter as kicker Nick Folk nailed a 19-yard field goal, followed by quarterback Mark Sanchez completing a <fact1>41-yard touchdown pass</fact1> to wide receiver Braylon Edwards.  Buffalo would close out the half as quarterback Ryan Fitzpatrick connected with tight end David Martin on a <fact2>4-yard touchdown pass</fact2>. In the third quarter, the Jets would greatly extend their lead with tight end Dustin Keller catching a <fact3>3-yard touchdown pass</fact3> from wide receiver/quarterback Brad Smith, followed by his <fact4>2-yard touchdown reception</fact4> from Sanchez.  Afterwards, Tomlinson would help secure the win for New York with his 26-yard touchdown run.  The Bills would close out the game in the fourth quarter as Fitzpatrick completed a <fact5>13-yard touchdown pass</fact5> to wide receiver Steve Johnson. With the loss, Buffalo fell to 0-4. Two days later, Marshawn Lynch was traded to the Seattle Seahawks in exchange for a fourth-round draft pick in the 2011 draft and a conditional pick in the 2012 draft, and tackle Jamon Meredith was waived. How many passing touchdowns measured shorter than 5-yards in length?

Answer: According to the passage, there were <fact2>a 4-yard touchdown pass</fact2>, <fact3>a 3-yard touchdown pass</fact3>, and <fact4>a 2-yard touchdown reception</fact4> that were shorter than 5 yards. So the answer is {3}.",3,True,nfl_1743_81d476cd-8451-4ef2-8181-fd38116c8fe5
history_1959_67d9bb8c-d6ce-4ad0-b8d8-61785b3016f5,405B,"Reformatted Question: The 2010 United States Census reported that Lassen County had a population of 34,895. The racial makeup of Lassen County was 25,532 (73.2%) White (U.S. Census), 2,834 (8.1%) African American (U.S. Census), 1,234 (3.5%) Native American (U.S. Census), <fact1>356 (1.0%) Asian (U.S. Census)</fact1>, <fact2>165 (0.5%) Pacific Islander (U.S. Census)</fact2>, 3,562 (10.2%) from Race (United States Census), and 1,212 (3.5%) from two or more races.  Hispanic (U.S. Census) or Latino (U.S. Census) of any race were 6,117 persons (17.5%). How many more Asian people lived in Lassen County compared to Pacific Islander?

Answer: According to the passage, <fact1>there were 356 Asian people</fact1> and <fact2>165 Pacific Islanders</fact2>. To find the difference, we subtract the number of Pacific Islanders from the number of Asian people: <fact1>356</fact1> - <fact2>165</fact2> = 191. So the answer is {191}.",191,True,history_1959_67d9bb8c-d6ce-4ad0-b8d8-61785b3016f5
history_2086_bd01ac93-f741-44d0-bc63-ea17da8d2cfe,405B,"Reformatted Question: In 1995, the Steelers overcame a 3-4 start (including a 20-16 upset loss to the expansion 1995 Jacksonville Jaguars season) to win eight of their final nine games and finished with an  record, the second-best in the AFC. Their offense was led by quarterback Neil ODonnell, who <fact1>completed 246 out of 416 passes</fact1> for 2,970 yards and 17 touchdowns, with only seven interceptions. Pro Bowl wide receiver Yancey Thigpen was the teams leading receiver with 85 receptions for 1,307 yards and five touchdowns. Other contributors in the passing game included wide receivers Andre Hastings (48 catches for 502 yards and one touchdown) and Ernie Mills (39 receptions for 679 yards and 8 touchdowns), who both also excelled as returners on special teams. Mills gained 1,306 yards returning kickoffs, while Hastings returned 48 punts for 474 yards and a touchdown. The Steelers rushing attack was led by Erric Pegram, who recorded 813 yards and five touchdowns, and Bam Morris, who had 559 yards and nine touchdowns. On special teams, newly acquired kicker Norm Johnson led the NFL in both field goals made (34) and field goals attempted (41), while also successfully making all 39 of his extra point attempts.  Leading the offensive line was future Hall of Fame center Dermontti Dawson, who made the Pro Bowl for the third consecutive year. How many passes did Neil ODonnell not complete?
Answer: According to the passage, <fact1>Neil ODonnell completed 246 out of 416 passes</fact1>. To find the number of passes he did not complete, we need to subtract the number of completed passes from the total number of passes. So, <fact1>416</fact1> - <fact1>246</fact1> = 170. Therefore, Neil ODonnell did not complete 170 passes.",170,True,history_2086_bd01ac93-f741-44d0-bc63-ea17da8d2cfe
nfl_1672_9036cb63-c2b1-4a43-acf2-ee2208181f29,405B,"Reformatted Question: The Titans began their season at Heinz Field for the annual kickoff game against the defending Super Bowl champions, the Pittsburgh Steelers.  After a scoreless first quarter, Tennessee trailed near the end of the second quarter as Steelers quarterback Ben Roethlisberger completed a <fact1>34-yard touchdown pass</fact1> to wide receiver Santonio Holmes.  Afterwards, the Titans would tie the game as quarterback Kerry Collins completed a 16-yard touchdown pass to wide receiver Justin Gage. After a scoreless third quarter, Tennessee took the lead as kicker Rob Bironas got a 45-yard field goal, while Pittsburgh kicker Jeff Reed made a 32-yard field goal to tie the game.  In overtime, the Steelers got the win as Reed nailed a game-winning 33-yard field goal. With the loss, the Titans started the season out at 0-1. How many yards was Roethlisberger's touchdown pass?

Answer: According to the passage, Roethlisberger completed a <fact1>34-yard touchdown pass</fact1>. So the answer is {34}.",34,True,nfl_1672_9036cb63-c2b1-4a43-acf2-ee2208181f29
